学校名
伊達市立星の丘中学校
北広島市立東部中学校
北広島市立西部中学校
北広島市立西の里中学校
北広島市立大曲中学校
北広島市立広葉中学校
北広島市立緑陽中学校
北広島市立西の里中学校陽香分校
石狩市立石狩中学校
石狩市立花川南中学校
石狩市立浜益中学校
石狩市立花川北中学校
石狩市立花川中学校
石狩市立樽川中学校
北斗市立石別中学校
北斗市立茂辺地中学校
北斗市立上磯中学校
北斗市立浜分中学校
北斗市立大野中学校
当別町立当別中学校
当別町立西当別中学校
新篠津村立新篠津中学校
松前町立松前中学校
福島町立福島中学校
知内町立知内中学校
木古内町立木古内中学校
七飯町立七飯中学校
七飯町立大中山中学校
鹿部町立鹿部中学校
森町立砂原中学校
森町立森中学校
八雲町立落部中学校
八雲町立野田生中学校
八雲町立八雲中学校
八雲町立熊石中学校
長万部町立長万部中学校
江差町立江差北中学校
江差町立江差中学校
上ノ国町立上ノ国中学校
厚沢部町立厚沢部中学校
乙部町立乙部中学校
奥尻町立奥尻中学校
今金町立今金中学校
せたな町立大成中学校
せたな町立瀬棚中学校
せたな町立北檜山中学校
島牧村立島牧中学校
寿都町立寿都中学校
黒松内町立黒松内中学校
黒松内町立白井川中学校
蘭越町立蘭越中学校
ニセコ町立ニセコ中学校
真狩村立真狩中学校
留寿都村立留寿都中学校
喜茂別町立喜茂別中学校
京極町立京極中学校
倶知安町立倶知安中学校
共和町立共和中学校
岩内町立岩内第一中学校
岩内町立岩内第二中学校
泊村立泊中学校
神恵内村立神恵内中学校
積丹町立美国中学校
古平町立古平中学校
仁木町立仁木中学校
仁木町立銀山中学校
余市町立東中学校
余市町立旭中学校
赤井川村立赤井川中学校
南幌町立南幌中学校
奈井江町立奈井江中学校
上砂川町立上砂川中学校
由仁町立由仁中学校
長沼町立長沼中学校
栗山町立栗山中学校
月形町立月形中学校
浦臼町立浦臼中学校
新十津川町立新十津川中学校
妹背牛町立妹背牛中学校
秩父別町立秩父別中学校
雨竜町立雨竜中学校
北竜町立北竜中学校
沼田町立沼田中学校
鷹栖町立鷹栖中学校
東神楽町立東神楽中学校
当麻町立当麻中学校
比布町立比布中学校
愛別町立愛別中学校
上川町立上川中学校
東川町立東川中学校
美瑛町立美瑛中学校
美瑛町立美馬牛中学校
上富良野町立上富良野中学校
中富良野町立中富良野中学校
南富良野町立南富良野中学校
占冠村立占冠中学校
和寒町立和寒中学校
剣淵町立剣淵中学校
下川町立下川中学校
美深町立美深中学校
美深町立仁宇布中学校
音威子府村立音威子府中学校
中川町立中川中学校
幌加内町立幌加内中学校
余市町立西中学校
増毛町立増毛中学校
小平町立小平中学校
苫前町立苫前中学校
苫前町立古丹別中学校
羽幌町立羽幌中学校
羽幌町立天売中学校
羽幌町立焼尻中学校
初山別村立初山別中学校
遠別町立遠別中学校
天塩町立天塩中学校
猿払村立拓心中学校
浜頓別町立浜頓別中学校
中頓別町立中頓別中学校
枝幸町立枝幸中学校
枝幸町立枝幸南中学校
枝幸町立歌登中学校
豊富町立豊富中学校
豊富町立兜沼中学校
礼文町立香深中学校
礼文町立船泊中学校
利尻町立利尻中学校
利尻富士町立鴛泊中学校
利尻富士町立鬼脇中学校
幌延町立幌延中学校
幌延町立問寒別中学校
美幌町立美幌中学校
美幌町立北中学校
津別町立津別中学校
斜里町立斜里中学校
清里町立清里中学校
小清水町立小清水中学校
訓子府町立訓子府中学校
置戸町立置戸中学校
佐呂間町立佐呂間中学校
遠軽町立生田原中学校
遠軽町立安国中学校
遠軽町立遠軽中学校
遠軽町立丸瀬布中学校
遠軽町立白滝中学校
遠軽町立南中学校
遠軽町立遠軽中学校望の岡分校
湧別町立上湧別中学校
湧別町立湧別中学校
滝上町立滝上中学校
興部町立興部中学校
西興部村立西興部中学校
雄武町立雄武中学校
大空町立東藻琴中学校
大空町立女満別中学校
豊浦町立豊浦中学校
壮瞥町立壮瞥中学校
白老町立白老中学校
白老町立白翔中学校
厚真町立厚真中学校
厚真町立厚南中学校
洞爺湖町立虻田中学校
洞爺湖町立洞爺中学校
安平町立早来中学校
安平町立追分中学校
むかわ町立鵡川中学校
むかわ町立穂別中学校
日高町立日高中学校
日高町立厚賀中学校
日高町立富川中学校
日高町立門別中学校
平取町立平取中学校
平取町立振内中学校
新冠町立新冠中学校
浦河町立浦河第一中学校
浦河町立浦河第二中学校
浦河町立荻伏中学校
様似町立様似中学校
えりも町立えりも中学校
新ひだか町立静内中学校
新ひだか町立静内第三中学校
新ひだか町立三石中学校
音更町立音更中学校
音更町立下音更中学校
音更町立駒場中学校
音更町立緑南中学校
音更町立共栄中学校
士幌町立士幌町中央中学校
上士幌町立上士幌中学校
鹿追町立鹿追中学校
鹿追町立瓜幕中学校
新得町立新得中学校
新得町立屈足中学校
新得町立富村牛中学校
清水町立清水中学校
清水町立御影中学校
芽室町立芽室中学校
芽室町立上美生中学校
芽室町立芽室西中学校
中札内村立中札内中学校
更別村立更別中央中学校
大樹町立大樹中学校
広尾町立広尾中学校
幕別町立幕別中学校
幕別町立糠内中学校
幕別町立札内中学校
幕別町立札内東中学校
幕別町立忠類中学校
池田町立池田中学校
豊頃町立豊頃中学校
本別町立本別中学校
本別町立勇足中学校
足寄町立足寄中学校
陸別町立陸別中学校
浦幌町立浦幌中学校
浦幌町立上浦幌中学校
釧路町立別保中学校
釧路町立遠矢中学校
釧路町立昆布森中学校
釧路町立富原中学校
浜中町立霧多布中学校
浜中町立散布中学校
浜中町立浜中中学校
浜中町立茶内中学校
標茶町立標茶中学校
標茶町立虹別中学校
標茶町立中茶安別中学校
標茶町立塘路中学校
弟子屈町立弟子屈中学校
弟子屈町立川湯中学校
鶴居村立鶴居中学校
鶴居村立幌呂中学校
白糠町立白糠中学校
白糠町立茶路中学校
厚岸町立厚岸中学校
厚岸町立真龍中学校
厚岸町立太田中学校
厚岸町立高知中学校
別海町立野付中学校
別海町立上風連中学校
別海町立中西別中学校
別海町立別海中央中学校
別海町立西春別中学校
別海町立中春別中学校
別海町立上西春別中学校
別海町立上春別中学校
中標津町立中標津中学校
中標津町立広陵中学校
標津町立標津中学校
標津町立川北中学校
羅臼町立知床未来中学校
北星学園女子中学校
札幌聖心女子学院中学校
藤女子中学校
札幌光星中学校
札幌大谷中学校
星槎もみじ中学校
北嶺中学校
遺愛女子中学校
函館白百合学園中学校
函館ラサール中学校
双葉中学校
海星学院中学校
武修館中学校
立命館慶祥中学校
札幌日本大学中学校
北海道シュタイナー学園いずみの学校中等部
北海道札幌西高等学校
北海道札幌南高等学校
市立札幌旭丘高等学校
市立札幌大通高等学校
北海道札幌北高等学校
北海道札幌工業高等学校
北海道札幌北陵高等学校
北海道札幌英藍高等学校
北海道札幌国際情報高等学校
北海道有朋高等学校
市立札幌新川高等学校
北海道札幌丘珠高等学校
北海道札幌東陵高等学校
北海道札幌東豊高等学校
北海道札幌東高等学校
北海道札幌白石高等学校
北海道札幌白陵高等学校
北海道札幌月寒高等学校
市立札幌平岸高等学校
北海道札幌南陵高等学校
市立札幌啓北商業高等学校
市立札幌藻岩高等学校
北海道札幌西陵高等学校
北海道札幌琴似工業高等学校
北海道札幌啓成高等学校
北海道札幌東商業高等学校
北海道札幌厚別高等学校
北海道札幌手稲高等学校
北海道札幌あすかぜ高等学校
北海道札幌稲雲高等学校
北海道札幌真栄高等学校
北海道札幌平岡高等学校
市立札幌清田高等学校
北海道函館中部高等学校
北海道函館西高等学校
北海道函館商業高等学校
北海道函館工業高等学校
北海道南茅部高等学校
北海道函館稜北高等学校
市立函館高等学校
北海道小樽潮陵高等学校
北海道小樽桜陽高等学校
北海道小樽未来創造高等学校
北海道小樽水産高等学校
北海道旭川東高等学校
北海道旭川西高等学校
北海道旭川北高等学校
北海道旭川商業高等学校
北海道旭川工業高等学校
北海道旭川農業高等学校
北海道旭川南高等学校
北海道旭川永嶺高等学校
北海道室蘭栄高等学校
北海道室蘭清水丘高等学校
北海道室蘭工業高等学校
北海道室蘭東翔高等学校
北海道釧路湖陵高等学校
北海道釧路江南高等学校
北海道釧路商業高等学校
北海道釧路工業高等学校
北海道阿寒高等学校
北海道釧路北陽高等学校
北海道釧路明輝高等学校
北海道帯広柏葉高等学校
北海道帯広三条高等学校
北海道帯広工業高等学校
北海道帯広農業高等学校
北海道帯広南商業高等学校
北海道帯広緑陽高等学校
北海道北見北斗高等学校
北海道北見柏陽高等学校
北海道北見工業高等学校
北海道留辺蘂高等学校
北海道常呂高等学校
北海道北見商業高等学校
北海道北見緑陵高等学校
北海道夕張高等学校
北海道岩見沢東高等学校
北海道岩見沢西高等学校
北海道岩見沢農業高等学校
北海道岩見沢緑陵高等学校
北海道網走南ケ丘高等学校
北海道網走桂陽高等学校
北海道留萌高等学校
北海道苫小牧東高等学校
北海道苫小牧西高等学校
北海道苫小牧工業高等学校
北海道苫小牧南高等学校
北海道苫小牧総合経済高等学校
北海道稚内高等学校
北海道美唄聖華高等学校
北海道美唄尚栄高等学校
北海道芦別高等学校
北海道江別高等学校
北海道野幌高等学校
北海道大麻高等学校
北海道紋別高等学校
北海道士別東高等学校
北海道士別翔雲高等学校
北海道名寄高等学校
北海道名寄産業高等学校
北海道三笠高等学校
北海道根室高等学校
北海道千歳高等学校
北海道千歳北陽高等学校
北海道滝川高等学校
北海道滝川工業高等学校
北海道滝川西高等学校
北海道砂川高等学校
北海道深川西高等学校
北海道深川東高等学校
北海道富良野高等学校
北海道富良野緑峰高等学校
北海道登別青嶺高等学校
北海道恵庭南高等学校
北海道恵庭北高等学校
北海道伊達高等学校
北海道伊達緑丘高等学校
北海道伊達開来高等学校
北海道北広島高等学校
北海道北広島西高等学校
北海道石狩翔陽高等学校
北海道石狩南高等学校
北海道函館水産高等学校
北海道大野農業高等学校
北海道上磯高等学校
北海道当別高等学校
北海道松前高等学校
北海道福島商業高等学校
北海道知内高等学校
北海道七飯高等学校
北海道森高等学校
北海道八雲高等学校
北海道長万部高等学校
北海道江差高等学校
北海道上ノ国高等学校
北海道奥尻高等学校
北海道檜山北高等学校
北海道寿都高等学校
北海道蘭越高等学校
北海道ニセコ高等学校
北海道真狩高等学校
北海道留寿都高等学校
北海道倶知安高等学校
北海道倶知安農業高等学校
北海道岩内高等学校
北海道余市紅志高等学校
北海道南幌高等学校
北海道奈井江商業高等学校
北海道長沼高等学校
北海道栗山高等学校
北海道月形高等学校
北海道新十津川農業高等学校
北海道鷹栖高等学校
北海道上川高等学校
北海道東川高等学校
北海道美瑛高等学校
北海道上富良野高等学校
北海道南富良野高等学校
北海道剣淵高等学校
北海道下川商業高等学校
北海道美深高等学校
北海道おといねっぷ美術工芸高等学校
北海道幌加内高等学校
北海道苫前商業高等学校
北海道羽幌高等学校
北海道天売高等学校
北海道遠別農業高等学校
北海道天塩高等学校
北海道浜頓別高等学校
北海道枝幸高等学校
北海道豊富高等学校
北海道礼文高等学校
北海道利尻高等学校
北海道美幌高等学校
北海道津別高等学校
北海道斜里高等学校
北海道清里高等学校
北海道訓子府高等学校
北海道置戸高等学校
北海道佐呂間高等学校
北海道遠軽高等学校
北海道湧別高等学校
北海道興部高等学校
北海道雄武高等学校
北海道東藻琴高等学校
北海道女満別高等学校
北海道大空高等学校
北海道壮瞥高等学校
北海道白老東高等学校
北海道厚真高等学校
北海道虻田高等学校
北海道追分高等学校
北海道穂別高等学校
北海道鵡川高等学校
北海道富川高等学校
北海道日高高等学校
北海道平取高等学校
北海道浦河高等学校
北海道えりも高等学校
北海道静内高等学校
北海道静内農業高等学校
北海道音更高等学校
北海道士幌高等学校
北海道上士幌高等学校
北海道鹿追高等学校
北海道清水高等学校
北海道芽室高等学校
北海道更別農業高等学校
北海道大樹高等学校
北海道広尾高等学校
北海道幕別清陵高等学校
北海道幕別高等学校
北海道池田高等学校
北海道本別高等学校
北海道足寄高等学校
北海道釧路東高等学校
北海道厚岸翔洋高等学校
北海道霧多布高等学校
北海道標茶高等学校
北海道弟子屈高等学校
北海道白糠高等学校
北海道別海高等学校
北海道中標津高等学校
北海道中標津農業高等学校
北海道標津高等学校
北海道羅臼高等学校
北星学園女子高等学校
札幌静修高等学校
札幌龍谷学園高等学校
札幌聖心女子学院高等学校
藤女子高等学校
札幌創成高等学校
札幌大谷高等学校
札幌北斗高等学校
札幌光星高等学校
北海高等学校
北海学園札幌高等学校
北海道科学大学高等学校
札幌第一高等学校
池上学院高等学校
札幌新陽高等学校
北海道文教大学附属高等学校
東海大学付属札幌高等学校
札幌山の手高等学校
北星学園大学附属高等学校
星槎国際高等学校
北嶺高等学校
函館大学付属有斗高等学校
函館大学付属柏稜高等学校
遺愛女子高等学校
函館白百合学園高等学校
函館大谷高等学校
清尚学院高等学校
函館大妻高等学校
函館ラ・サール高等学校
北照高等学校
小樽双葉高等学校
小樽明峰高等学校
旭川大学高等学校
旭川実業高等学校
旭川龍谷高等学校
旭川藤星高等学校
旭川明成高等学校
北海道大谷室蘭高等学校
海星学院高等学校
武修館高等学校
帯広大谷高等学校
帯広北高等学校
北見藤高等学校
苫小牧中央高等学校
駒澤大学附属苫小牧高等学校
稚内大谷高等学校
立命館慶祥高等学校
酪農学園大学附属とわの森三愛高等学校
クラーク記念国際高等学校
札幌日本大学高等学校
北海道芸術高等学校
北星学園余市高等学校
札幌自由が丘学園三和高等学校
北海道栄高等学校
白樺学園高等学校
江陵高等学校
弘前大学教育学部附属中学校
青森市立造道中学校
青森市立浪打中学校
青森市立佃中学校
青森市立浦町中学校
青森市立古川中学校
青森市立甲田中学校
青森市立沖館中学校
青森市立油川中学校
青森市立荒川中学校
青森市立筒井中学校
青森市立横内中学校
青森市立新城中学校
青森市立西中学校
青森市立南中学校
青森市立東中学校
青森市立戸山中学校
青森市立三内中学校
青森市立北中学校
弘前市立新和中学校
弘前市立船沢中学校
弘前市立東目屋中学校
弘前市立第一中学校
弘前市立第二中学校
弘前市立第三中学校
弘前市立第四中学校
弘前市立第五中学校
弘前市立石川中学校
弘前市立北辰中学校
弘前市立裾野中学校
弘前市立南中学校
弘前市立東中学校
八戸市立第一中学校
八戸市立第二中学校
八戸市立第三中学校
八戸市立長者中学校
八戸市立小中野中学校
八戸市立湊中学校
八戸市立白銀中学校
八戸市立鮫中学校
八戸市立南浜中学校
八戸市立根城中学校
八戸市立下長中学校
八戸市立是川中学校
八戸市立三条中学校
八戸市立明治中学校
八戸市立市川中学校
八戸市立豊崎中学校
八戸市立大館中学校
八戸市立江陽中学校
八戸市立北稜中学校
八戸市立東中学校
八戸市立白銀南中学校
八戸市立白山台中学校
黒石市立中郷中学校
黒石市立黒石中学校
五所川原市立五所川原第一中学校
五所川原市立五所川原第三中学校
五所川原市立五所川原第二中学校
五所川原市立五所川原第四中学校
十和田市立三本木中学校
十和田市立切田中学校
十和田市立大深内中学校
十和田市立甲東中学校
十和田市立十和田中学校
十和田市立四和中学校
十和田市立東中学校
青森県立三本木高等学校附属中学校
三沢市立第一中学校
三沢市立第二中学校
三沢市立第三中学校
三沢市立第五中学校
三沢市立堀口中学校
むつ市立田名部中学校
むつ市立むつ中学校
むつ市立関根中学校
むつ市立近川中学校
むつ市立大平中学校
むつ市立大湊中学校
平内町立小湊中学校
平内町立西平内中学校
平内町立東平内中学校
外ヶ浜町立蟹田中学校
今別町立今別中学校
蓬田村立蓬田中学校
外ヶ浜町立三厩中学校
鰺ヶ沢町立鰺ヶ沢中学校
つがる市立木造中学校
深浦町立深浦中学校
深浦町立大戸瀬中学校
深浦町立岩崎中学校
つがる市立森田中学校
つがる市立柏中学校
つがる市立稲垣中学校
つがる市立車力中学校
弘前市立津軽中学校
弘前市立常盤野中学校
弘前市立相馬中学校
藤崎町立藤崎中学校
大鰐町立大鰐中学校
平川市立尾上中学校
青森市立浪岡中学校
平川市立平賀西中学校
平川市立平賀東中学校
藤崎町立明徳中学校
田舎館村立田舎館中学校
平川市立碇ヶ関中学校
板柳町立板柳中学校
五所川原市立金木中学校
中泊町立中里中学校
鶴田町立鶴田中学校
五所川原市立市浦中学校
中泊町立小泊中学校
野辺地町立野辺地中学校
七戸町立七戸中学校
おいらせ町立百石中学校
十和田市立十和田湖中学校
十和田市立第一中学校
六戸町立六戸中学校
六戸町立七百中学校
横浜町立横浜中学校
東北町立上北中学校
東北町立東北中学校
おいらせ町立下田中学校
おいらせ町立木ノ下中学校
七戸町立天間林中学校
六ヶ所村立泊中学校
六ヶ所村立第一中学校
六ヶ所村立第二中学校
むつ市立川内中学校
むつ市立大畑中学校
大間町立大間中学校
大間町立奥戸中学校
東通村立東通中学校
風間浦村立風間浦中学校
佐井村立佐井中学校
佐井村立牛滝中学校
むつ市立脇野沢中学校
三戸町立三戸中学校
三戸町立杉沢中学校
五戸町立五戸中学校
五戸町立川内中学校
田子町立田子中学校
南部町立名川中学校
南部町立南部中学校
階上町立道仏中学校
階上町立階上中学校
南部町立福地中学校
南部町立杉沢中学校
八戸市立中沢中学校
八戸市立島守中学校
五戸町立倉石中学校
新郷村立野沢中学校
新郷村立新郷中学校
青森山田中学校
青森明の星中学校
弘前学院聖愛中学校
八戸聖ウルスラ学院中学校
八戸工業大学第二高等学校附属中学校
東奥義塾中学校
青森県立青森高等学校
青森県立青森西高等学校
青森県立青森東高等学校
青森県立弘前高等学校
青森県立弘前中央高等学校
青森県立弘前南高等学校
青森県立八戸高等学校
青森県立八戸東高等学校
青森県立八戸北高等学校
青森県立青森北高等学校今別校舎
青森県立木造高等学校
青森県立鰺ヶ沢高等学校
青森県立五所川原高等学校
青森県立板柳高等学校
青森県立金木高等学校
青森県立黒石高等学校
青森県立浪岡高等学校
青森県立野辺地高等学校
青森県立七戸高等学校
青森県立三本木高等学校
青森県立三沢高等学校
青森県立田名部高等学校
青森県立大湊高等学校
青森県立五戸高等学校
青森県立三戸高等学校
青森県立柏木農業高等学校
青森県立五所川原農林高等学校
青森県立三本木農業高等学校
青森県立名久井農業高等学校
青森県立青森工業高等学校
青森県立弘前工業高等学校
青森県立八戸工業高等学校
青森県立五所川原工業高等学校
青森県立十和田工業高等学校
青森県立むつ工業高等学校
青森県立八戸水産高等学校
青森県立青森商業高等学校
青森県立三沢商業高等学校
青森県立黒石商業高等学校
青森県立八戸商業高等学校
青森県立中里高等学校
青森県立六ヶ所高等学校
青森県立青森南高等学校
青森県立八戸西高等学校
青森県立青森北高等学校
青森県立青森中央高等学校
青森県立弘前実業高等学校
青森県立木造高等学校深浦校舎
青森県立六戸高等学校
青森県立北斗高等学校
青森県立八戸中央高等学校
青森県立百石高等学校
青森県立鶴田高等学校
青森県立大間高等学校
青森県立大湊高等学校川内校舎
青森県立田子高等学校
青森県立十和田西高等学校
青森県立青森東高等学校平内校舎
青森県立尾上総合高等学校
青森県立黒石高等学校
青森県立三本木農業恵拓高等学校
青森県立五所川原工科高等学校
弘前学院聖愛高等学校
柴田学園大学附属柴田学園高等学校
東奥義塾高等学校
東奥学園高等学校
青森山田高等学校
青森明の星高等学校
千葉学園高等学校
八戸聖ウルスラ学院高等学校
八戸学院光星高等学校
八戸工業大学第一高等学校
五所川原第一高等学校
五所川原商業高等学校
弘前東高等学校
八戸学院野辺地西高等学校
松風塾高等学校
八戸工業大学第二高等学校
向陵高等学校
岩手大学教育学部附属中学校
盛岡市立下橋中学校
盛岡市立下小路中学校
盛岡市立厨川中学校
盛岡市立上田中学校
盛岡市立河南中学校
盛岡市立仙北中学校
盛岡市立大宮中学校
盛岡市立米内中学校
盛岡市立土淵中学校
盛岡市立黒石野中学校
盛岡市立黒石野中学校北杜分校
盛岡市立城西中学校
盛岡市立城東中学校
盛岡市立北陵中学校
盛岡市立松園中学校
盛岡市立玉山中学校
盛岡市立巻堀中学校
盛岡市立渋民中学校
盛岡市立見前中学校
盛岡市立飯岡中学校
盛岡市立乙部中学校
盛岡市立見前南中学校
盛岡市立北松園中学校
宮古市立第一中学校
宮古市立第二中学校
宮古市立河南中学校
宮古市立宮古西中学校
宮古市立花輪中学校
宮古市立津軽石中学校
宮古市立重茂中学校
